frame,rtt_ms,ts_ns
86,0.0003,687018179161000
87,0.0003,687018179168400
88,0.0046,687018199012200
89,0.0005,687018199029100
90,0.0003,687018199033100
91,0.0003,687018199036100
92,0.0003,687018199039100
93,0.0003,687018199062900
94,0.0003,687018199065900
95,0.0003,687018199068800
96,0.0003,687018199071600
97,0.0003,687018199074500
98,0.0003,687018199077400
99,0.0065,687018228781400
100,0.0005,687018228801400
101,0.0003,687018228805500
102,0.0003,687018228817600
103,0.0003,687018228820600
104,0.0003,687018228823600
105,0.0004,687018228826500
106,0.0003,687018228831400
107,0.0003,687018228834400
108,0.0003,687018228837200
109,0.0003,687018228842700
110,0.006,687018259015800
111,0.0006,687018259035600
112,0.0003,687018259039700
113,0.0003,687018259042800
114,0.0003,687018259045700
115,0.0003,687018259048600
116,0.0003,687018259051500
117,0.0003,687018259054300
118,0.0003,687018259057300
119,0.0003,687018259060100
120,0.0003,687018259063500
121,0.0069,687018288662900
122,0.0007,687018288688900
123,0.0003,687018288695100
124,0.0003,687018288698700
125,0.0003,687018288701800
126,0.0003,687018288704800
127,0.0003,687018288707800
128,0.0003,687018288711000
129,0.0003,687018288716200
130,0.0004,687018288723400
131,0.0003,687018288726800
132,0.0046,687018309049000
133,0.0006,687018309066800
134,0.0003,687018309070900
135,0.0003,687018309074000
136,0.0003,687018309076900
137,0.0003,687018309084300
138,0.0003,687018309087200
139,0.0003,687018309090100
140,0.0003,687018309093000
141,0.0003,687018309095900
142,0.0003,687018309098800
143,0.0063,687018338851700
144,0.0006,687018338873500
145,0.0004,687018338877800
146,0.0003,687018338881300
147,0.0003,687018338884700
148,0.0004,687018338887800
149,0.0003,687018338893100
150,0.0003,687018338896000
151,0.0002,687018338899000
152,0.0003,687018338902100
153,0.0003,687018338905100
154,0.0057,687018369087600
155,0.0005,687018369106500
156,0.0004,687018369110600
157,0.0003,687018369113900
158,0.0003,687018369116900
159,0.0003,687018369120100
160,0.0003,687018369123100
161,0.0003,687018369126100
162,0.0003,687018369128900
163,0.0003,687018369131800
164,0.0002,687018369134700
165,0.0061,687018398774500
166,0.0006,687018398797400
167,0.0003,687018398801500
168,0.0003,687018398804800
169,0.0003,687018398809100
170,0.0003,687018398812000
171,0.0003,687018398814900
172,0.0003,687018398817700
173,0.0003,687018398823000
174,0.0003,687018398825900
175,0.0003,687018398828700
176,0.0068,687018418890800
177,0.0005,687018418912200
178,0.0003,687018418916200
179,0.0003,687018418919300
180,0.0003,687018418922200
181,0.0003,687018418925100
182,0.0002,687018418928000
183,0.0003,687018418931100
184,0.0003,687018418934100
185,0.0003,687018418937000
186,0.0003,687018418939900
187,0.0071,687018448958200
188,0.0005,687018448979900
189,0.0003,687018448983800
190,0.0003,687018448986900
191,0.0003,687018448989800
192,0.0003,687018448992800
193,0.0003,687018449000600
194,0.0003,687018449003500
195,0.0003,687018449006400
196,0.0003,687018449009300
197,0.0003,687018449012200
198,0.0076,687018479208600
199,0.0005,687018479231500
200,0.0003,687018479235500
201,0.0003,687018479246600
202,0.0003,687018479249600
203,0.0003,687018479252600
204,0.0003,687018479255500
205,0.0003,687018479258600
206,0.0003,687018479263100
207,0.0003,687018479266200
208,0.0003,687018479269200
209,0.0068,687018508607800
210,0.0006,687018508629600
211,0.0004,687018508633500
212,0.0003,687018508636600
213,0.0003,687018508639800
214,0.0003,687018508642800
215,0.0003,687018508645700
216,0.0003,687018508648700
217,0.0003,687018508651700
218,0.0003,687018508654700
219,0.0003,687018508657700
220,0.0056,687018538977200
221,0.0006,687018538996600
222,0.0003,687018539000800
223,0.0004,687018539004200
224,0.0003,687018539007300
225,0.0003,687018539010300
226,0.0003,687018539013300
227,0.0002,687018539016200
228,0.0003,687018539019300
229,0.0003,687018539022400
230,0.0004,687018539033500
231,0.0057,687018559213000
232,0.0005,687018559232500
233,0.0003,687018559242500
234,0.0004,687018559246200
235,0.0003,687018559249500
236,0.0003,687018559252500
237,0.0003,687018559255400
238,0.0003,687018559258200
239,0.0003,687018559261100
240,0.0004,687018559263900
241,0.0002,687018559266900
242,0.007,687018588762800
243,0.0005,687018588784000
244,0.0003,687018588787800
245,0.0004,687018588790800
246,0.0003,687018588793800
247,0.0003,687018588797300
248,0.0003,687018588800600
249,0.0003,687018588803600
250,0.0003,687018588806600
251,0.0003,687018588810800
252,0.0003,687018588815000
253,0.0078,687018618897500
254,0.0005,687018618921300
255,0.0004,687018618925400
256,0.0004,687018618928800
257,0.0003,687018618936000
258,0.0003,687018618939200
259,0.0003,687018618942200
260,0.0003,687018618945100
261,0.0002,687018618948100
262,0.0003,687018618951100
263,0.0003,687018618954100
264,0.0071,687018648918500
265,0.0006,687018648941200
266,0.0003,687018648945400
267,0.0004,687018648948800
268,0.0003,687018648952300
269,0.0003,687018648958000
270,0.0003,687018648961400
271,0.0003,687018648964700
272,0.0003,687018648967900
273,0.0003,687018648971000
274,0.0003,687018648974100
275,0.0054,687018669196600
276,0.0006,687018669213700
277,0.0003,687018669217900
278,0.0003,687018669221100
279,0.0004,687018669224200
280,0.0003,687018669227300
281,0.0003,687018669235100
282,0.0003,687018669238000
283,0.0003,687018669240900
284,0.0003,687018669243800
285,0.0003,687018669246600
286,0.0058,687018698593200
287,0.0006,687018698612600
288,0.0003,687018698616600
289,0.0003,687018698619900
290,0.0002,687018698623000
291,0.0003,687018698626200
292,0.0003,687018698629200
293,0.0003,687018698632200
294,0.0003,687018698635100
295,0.0003,687018698638200
296,0.0003,687018698646600
297,0.0756,687018729251300
298,0.0006,687018729343500
299,0.0003,687018729347700
300,0.0003,687018729350800
301,0.0003,687018729353700
302,0.0003,687018729356700
303,0.0003,687018729359600
304,0.0003,687018729362500
305,0.0003,687018729365400
306,0.0003,687018729368200
307,0.0003,687018729371100
308,0.0068,687018749222300
309,0.0005,687018749245400
310,0.0003,687018749249600
311,0.0005,687018749308800
312,0.0003,687018749313100
313,0.0003,687018749316200
314,0.0003,687018749319200
315,0.0003,687018749322200
316,0.0003,687018749325200
317,0.0003,687018749328000
318,0.0003,687018749331000
319,0.007,687018778914500
320,0.0005,687018778937200
321,0.0003,687018778945800
322,0.0003,687018778949300
323,0.0003,687018778952600
324,0.0003,687018778956800
325,0.0003,687018778959800
326,0.0004,687018778962800
327,0.0003,687018778965900
328,0.0003,687018778969800
329,0.0004,687018778972900
330,0.0057,687018808925300
331,0.0005,687018808944600
332,0.0003,687018808948700
333,0.0004,687018808951800
334,0.0003,687018808954900
335,0.0003,687018808958000
336,0.0003,687018808961100
337,0.0003,687018808964100
338,0.0003,687018808967100
339,0.0003,687018808970300
340,0.0003,687018808973200
341,0.0061,687018838959700
342,0.0005,687018838980400
343,0.0003,687018838984400
344,0.0004,687018838987700
345,0.0003,687018838990700
346,0.0003,687018838993700
347,0.0003,687018838996700
348,0.0003,687018838999600
349,0.0002,687018839002500
350,0.0003,687018839005500
351,0.0003,687018839008400
352,0.0049,687018859213000
353,0.0005,687018859231500
354,0.0003,687018859240200
355,0.0003,687018859243600
356,0.0003,687018859246700
357,0.0003,687018859249600
358,0.0039,687018859635000
359,0.0014,687018859654200
360,0.0013,687018859675400
361,0.0011,687018859685900
362,0.001,687018859695700
363,0.0061,687018888859000
364,0.0006,687018888883100
365,0.0003,687018888887200
366,0.0003,687018888890500
367,0.0003,687018888900700
368,0.0004,687018888904000
369,0.0003,687018888907400
370,0.0002,687018888910500
371,0.0003,687018888913700
372,0.0003,687018888916800
373,0.0003,687018888919800
374,0.0065,687018918945500
375,0.0005,687018918965800
376,0.0003,687018918969800
377,0.0003,687018918973000
378,0.0002,687018918976200
379,0.0003,687018918979300
380,0.0003,687018918982500
381,0.0003,687018918985500
382,0.0003,687018918988600
383,0.0003,687018918991800
384,0.0003,687018918994900
385,0.0072,687018949116700
386,0.0005,687018949139600
387,0.0003,687018949143700
388,0.0003,687018949146900
389,0.0003,687018949149900
390,0.0003,687018949153000
391,0.0003,687018949157200
392,0.0003,687018949160200
393,0.0003,687018949163100
394,0.0003,687018949166000
395,0.0003,687018949168900
396,0.0073,687018969157000
397,0.0006,687018969178800
398,0.0004,687018969182900
399,0.0004,687018969186200
400,0.0003,687018969189300
401,0.0003,687018969194700
402,0.0003,687018969197700
403,0.0002,687018969200600
404,0.0003,687018969203700
405,0.0003,687018969206600
406,0.0003,687018969209500
407,0.0112,687018998667200
408,0.0007,687018998693400
409,0.0004,687018998702500
410,0.0003,687018998705900
411,0.0003,687018998709000
412,0.0003,687018998712000
413,0.0002,687018998715100
414,0.0003,687018998718200
415,0.0003,687018998721100
416,0.0003,687018998724000
417,0.0003,687018998726900
418,0.0062,687019029121700
419,0.0005,687019029143200
420,0.0003,687019029147200
421,0.0003,687019029150300
422,0.0003,687019029153300
423,0.0003,687019029159400
424,0.0003,687019029162600
425,0.0003,687019029165500
426,0.0003,687019029168400
427,0.0003,687019029171300
428,0.0003,687019029178700
429,0.0065,687019058640100
430,0.0005,687019058662300
431,0.0003,687019058666400
432,0.0003,687019058669700
433,0.0003,687019058672700
434,0.0003,687019058675900
435,0.0003,687019058678800
436,0.0003,687019058681800
437,0.0003,687019058684800
438,0.0003,687019058687900
439,0.0003,687019058690900
440,0.0061,687019079042600
441,0.0006,687019079063800
442,0.0003,687019079068000
443,0.0003,687019079071300
444,0.0003,687019079074300
445,0.0003,687019079077500
446,0.0003,687019079080600
447,0.0003,687019079083500
448,0.0003,687019079090800
449,0.0003,687019079093700
450,0.0003,687019079096800
451,0.0058,687019108922500
452,0.0004,687019108943900
453,0.0004,687019108948000
454,0.0003,687019108951300
455,0.0002,687019108960300
456,0.0003,687019108963500
457,0.0004,687019108969300
458,0.0003,687019108972400
459,0.0004,687019108975300
460,0.0003,687019108978300
461,0.0003,687019108981300
462,0.0068,687019139036900
463,0.0005,687019139059200
464,0.0003,687019139063300
465,0.0003,687019139066500
466,0.0003,687019139069600
467,0.0003,687019139072600
468,0.0003,687019139075600
469,0.0003,687019139078500
470,0.0003,687019139081500
471,0.0003,687019139084500
472,0.0003,687019139087500
473,0.0059,687019168855800
474,0.0006,687019168876100
475,0.0003,687019168880200
476,0.0003,687019168883400
477,0.0003,687019168886400
478,0.0003,687019168889400
479,0.0003,687019168892400
480,0.0003,687019168895300
481,0.0003,687019168898200
482,0.0003,687019168901100
483,0.0003,687019168903900
484,0.0062,687019199138000
485,0.0005,687019199159000
486,0.0003,687019199162900
487,0.0003,687019199172200
488,0.0002,687019199175200
489,0.0003,687019199178300
490,0.0003,687019199181300
491,0.0003,687019199184100
492,0.0003,687019199187100
493,0.0003,687019199190000
494,0.0003,687019199194300
495,0.0054,687019219086600
496,0.0004,687019219106100
497,0.0003,687019219110000
498,0.0003,687019219113100
499,0.0002,687019219116100
500,0.0003,687019219123600
501,0.0003,687019219126400
502,0.0003,687019219129900
503,0.0003,687019219133200
504,0.0003,687019219136100
505,0.0002,687019219139100
506,0.0052,687019248383900
507,0.0006,687019248402100
508,0.0006,687019248429100
509,0.0002,687019248433800
510,0.0003,687019248437100
511,0.0003,687019248440200
512,0.0003,687019248450000
513,0.0003,687019248453100
514,0.0003,687019248456100
515,0.0003,687019248459100
516,0.0003,687019248462100
517,0.0055,687019278772900
518,0.0007,687019278797500
519,0.0004,687019278801800
520,0.0003,687019278805100
521,0.0008,687019278876600
522,0.0003,687019278880500
523,0.0003,687019278883700
524,0.0003,687019278886700
525,0.0003,687019278889600
526,0.0003,687019278892700
527,0.0003,687019278895800
528,0.0065,687019298916600
529,0.0004,687019298937400
530,0.0003,687019298941200
531,0.0003,687019298944300
532,0.0003,687019298947200
533,0.0003,687019298950300
534,0.0002,687019298953300
535,0.0003,687019298956300
536,0.0003,687019298959300
537,0.0016,687019298967700
538,0.0003,687019298972000
539,0.0056,687019328957200
540,0.0006,687019328975900
541,0.0004,687019328979700
542,0.0003,687019328982800
543,0.0004,687019328985800
544,0.0003,687019328988800
545,0.0003,687019328991700
546,0.0003,687019328994700
547,0.0002,687019328997600
548,0.0003,687019329000600
549,0.0003,687019329003500
550,0.0064,687019358665400
551,0.0006,687019358686100
552,0.0003,687019358690000
553,0.0003,687019358693100
554,0.0002,687019358696300
555,0.0003,687019358699400
556,0.0003,687019358702600
557,0.0003,687019358705400
558,0.0003,687019358708200
559,0.0003,687019358711100
560,0.0003,687019358714000
561,0.0062,687019388969600
562,0.0007,687019388989900
563,0.0004,687019388994200
564,0.0003,687019388997600
565,0.0003,687019389000700
566,0.0003,687019389003800
567,0.0003,687019389006800
568,0.0003,687019389010000
569,0.0003,687019389013000
570,0.0003,687019389016000
571,0.0003,687019389019000
572,0.0048,687019409080400
573,0.0005,687019409097100
574,0.0003,687019409101100
575,0.0002,687019409104300
576,0.0003,687019409114000
577,0.0003,687019409116900
578,0.0003,687019409119900
579,0.0004,687019409124900
580,0.0004,687019409128100
581,0.0003,687019409131100
582,0.0003,687019409134900
583,0.0058,687019439026600
584,0.0005,687019439046800
585,0.0003,687019439050900
586,0.0003,687019439054200
587,0.0003,687019439057100
588,0.0003,687019439060000
589,0.0003,687019439063000
590,0.0003,687019439065900
591,0.0003,687019439068800
592,0.0003,687019439071600
593,0.0003,687019439076900
594,0.0067,687019468803700
595,0.0006,687019468824800
596,0.0003,687019468828800
597,0.0003,687019468832100
598,0.0003,687019468835300
599,0.0003,687019468838300
600,0.0006,687019468860000
601,0.0003,687019468864500
602,0.0003,687019468867400
603,0.0002,687019468870400
604,0.0003,687019468873500
605,0.0068,687019499205000
606,0.0006,687019499226000
607,0.0003,687019499230000
608,0.0003,687019499233200
609,0.0003,687019499236100
610,0.0003,687019499239000
611,0.0003,687019499241900
612,0.0003,687019499244700
613,0.0003,687019499247600
614,0.0003,687019499256900
615,0.0003,687019499259800
616,0.0061,687019518961400
617,0.0005,687019518981800
618,0.0003,687019518985700
619,0.0002,687019518989000
620,0.0003,687019518992000
621,0.0002,687019518999800
622,0.0003,687019519002700
623,0.0003,687019519005700
624,0.0002,687019519008800
625,0.0003,687019519011700
626,0.0003,687019519014700
627,0.0062,687019548677200
628,0.0004,687019548697500
629,0.0003,687019548701300
630,0.0003,687019548704500
631,0.0002,687019548707500
632,0.0003,687019548710500
633,0.0003,687019548713400
634,0.0003,687019548716300
635,0.0003,687019548719100
636,0.0003,687019548721900
637,0.0002,687019548724800
638,0.0067,687019578820700
639,0.0007,687019578841600
640,0.0004,687019578849600
641,0.0003,687019578853300
642,0.0002,687019578856500
643,0.0003,687019578859500
644,0.0003,687019578862400
645,0.0003,687019578866400
646,0.0003,687019578869400
647,0.0003,687019578872300
648,0.0003,687019578875100
649,0.0064,687019609133100
650,0.0006,687019609153900
651,0.0003,687019609157900
652,0.0003,687019609160900
653,0.0003,687019609163900
654,0.0003,687019609166900
655,0.0003,687019609169900
656,0.0003,687019609172900
657,0.0003,687019609175800
658,0.0003,687019609178800
659,0.0003,687019609181800
660,0.0049,687019629085000
661,0.0005,687019629102500
662,0.0003,687019629106500
663,0.0003,687019629109800
664,0.0003,687019629118500
665,0.0004,687019629121400
666,0.0004,687019629124600
667,0.0003,687019629127600
668,0.0003,687019629130700
669,0.0003,687019629133500
670,0.0003,687019629136500
671,0.007,687019658611400
672,0.0005,687019658633900
673,0.0003,687019658661700
674,0.0004,687019658665100
675,0.0003,687019658668500
676,0.0003,687019658671900
677,0.0003,687019658676300
678,0.0003,687019658679400
679,0.0003,687019658682400
680,0.0003,687019658685500
681,0.0003,687019658688400
682,0.0066,687019689080400
683,0.0005,687019689102400
684,0.0004,687019689106500
685,0.0003,687019689109700
686,0.0003,687019689112800
687,0.0003,687019689115800
688,0.0003,687019689118800
689,0.0003,687019689121700
690,0.0003,687019689124600
691,0.0003,687019689127600
692,0.0002,687019689130500
693,0.0068,687019718755400
694,0.0005,687019718776700
695,0.0003,687019718780500
696,0.0003,687019718784000
697,0.0003,687019718787100
698,0.0003,687019718790000
699,0.0003,687019718793000
700,0.0003,687019718796000
701,0.0002,687019718799000
702,0.0003,687019718802200
703,0.0002,687019718815500
704,0.0067,687019748737200
705,0.0005,687019748758800
706,0.0003,687019748763100
707,0.0002,687019748770400
708,0.0003,687019748773600
709,0.0003,687019748778400
710,0.0003,687019748781400
711,0.0003,687019748784500
712,0.0003,687019748787500
713,0.0003,687019748790600
714,0.0003,687019748793700
715,0.0111,687019768751700
716,0.0007,687019768777200
717,0.0003,687019768781600
718,0.0003,687019768785000
719,0.0003,687019768788200
720,0.0003,687019768791300
721,0.0002,687019768794400
722,0.0003,687019768797700
723,0.0003,687019768800600
724,0.0003,687019768803600
725,0.0003,687019768806800
726,0.0061,687019799115100
727,0.0005,687019799136100
728,0.0003,687019799140100
729,0.0003,687019799143500
730,0.0002,687019799146600
731,0.0004,687019799149600
732,0.0003,687019799152800
733,0.0003,687019799155700
734,0.0003,687019799158600
735,0.0003,687019799161500
736,0.0002,687019799164400
737,0.0072,687019828927400
738,0.0006,687019828949100
739,0.0003,687019828953200
740,0.0003,687019828956500
741,0.0003,687019828964000
742,0.0003,687019828967100
743,0.0003,687019828970300
744,0.0002,687019828973600
745,0.0003,687019828976700
746,0.0002,687019828979900
747,0.0003,687019828983000
748,0.0063,687019859086700
749,0.0007,687019859110000
750,0.0004,687019859114400
751,0.0003,687019859117600
752,0.0003,687019859120500
753,0.0003,687019859123500
754,0.0003,687019859126400
755,0.0003,687019859129400
756,0.0003,687019859132300
757,0.0003,687019859135200
758,0.0003,687019859138100
759,0.006,687019879091700
760,0.0006,687019879110300
761,0.0003,687019879116600
762,0.0004,687019879119700
763,0.0003,687019879122700
764,0.0003,687019879125600
765,0.0003,687019879128600
766,0.0003,687019879131500
767,0.0003,687019879138700
768,0.0003,687019879141700
769,0.0002,687019879144800
770,0.0062,687019909116300
771,0.0006,687019909136600
772,0.0004,687019909145600
773,0.0003,687019909148900
774,0.0003,687019909152000
775,0.0003,687019909155000
776,0.0003,687019909158000
777,0.0004,687019909160900
778,0.0003,687019909164000
779,0.0003,687019909166900
780,0.0003,687019909170000
781,0.0058,687019938715000
782,0.0005,687019938734100
783,0.0003,687019938738100
784,0.0003,687019938741500
785,0.0004,687019938744600
786,0.0002,687019938748000
787,0.0003,687019938751500
788,0.0003,687019938754900
789,0.0003,687019938758000
790,0.0003,687019938761100
791,0.0003,687019938768500
792,0.0056,687019968991000
793,0.0005,687019969009500
794,0.0003,687019969013700
795,0.0003,687019969016800
796,0.0004,687019969019800
797,0.0004,687019969022700
798,0.0003,687019969025700
799,0.0003,687019969028500
800,0.0003,687019969031400
801,0.0002,687019969034300
802,0.0003,687019969037600
803,0.0051,687019989063900
804,0.0005,687019989087300
805,0.0003,687019989091400
806,0.0003,687019989094500
807,0.0003,687019989097400
808,0.0003,687019989100400
809,0.0003,687019989103300
810,0.0003,687019989106200
811,0.0003,687019989109100
812,0.0002,687019989112100
813,0.0003,687019989115100
814,0.0247,687020018676200
815,0.0011,687020018717300
816,0.0004,687020018722100
817,0.0003,687020018725800
818,0.0003,687020018729200
819,0.0003,687020018732300
820,0.0003,687020018735300
821,0.0003,687020018738300
822,0.0003,687020018741400
823,0.0003,687020018744400
824,0.0003,687020018747400
825,0.0064,687020048925200
826,0.0005,687020048946300
827,0.0004,687020048950300
828,0.0003,687020048953600
829,0.0003,687020048956600
830,0.0003,687020048959800
831,0.0003,687020048967600
832,0.0002,687020048970700
833,0.0003,687020048973800
834,0.0002,687020048977900
835,0.0003,687020048980800
836,0.0078,687020079133700
837,0.0007,687020079158500
838,0.0003,687020079162800
839,0.0003,687020079165900
840,0.0003,687020079169000
841,0.0002,687020079171900
842,0.0003,687020079175000
843,0.0003,687020079178000
844,0.0002,687020079180900
845,0.0003,687020079183800
846,0.0003,687020079186600
847,0.0069,687020099004700
848,0.0009,687020099049000
849,0.0004,687020099054000
850,0.0003,687020099057500
851,0.0003,687020099060700
852,0.0003,687020099063700
853,0.0003,687020099066700
854,0.0003,687020099069600
855,0.0003,687020099072600
856,0.0003,687020099075500
857,0.0003,687020099083000
858,0.0063,687020128685500
859,0.0006,687020128705900
860,0.0003,687020128710300
861,0.0003,687020128716600
862,0.0003,687020128719800
863,0.0003,687020128722700
864,0.0003,687020128725800
865,0.0003,687020128728600
866,0.0003,687020128731600
867,0.0003,687020128734500
868,0.0004,687020128743300
869,0.0062,687020159207200
870,0.0005,687020159227800
871,0.0004,687020159231900
872,0.0003,687020159235200
873,0.0003,687020159238300
874,0.0003,687020159241200
875,0.0006,687020159299100
876,0.0003,687020159304100
877,0.0003,687020159310600
878,0.0003,687020159313600
879,0.0003,687020159316500
880,0.0067,687020179085200
881,0.0005,687020179105400
882,0.0003,687020179109400
883,0.0003,687020179112600
884,0.0003,687020179115500
885,0.0002,687020179118400
886,0.0003,687020179121600
887,0.0003,687020179124600
888,0.0003,687020179127600
889,0.0003,687020179130500
890,0.0002,687020179133400
891,0.005,687020208872700
892,0.0006,687020208889800
893,0.0003,687020208893700
894,0.0003,687020208897000
895,0.0003,687020208905300
896,0.0003,687020208908700
897,0.0003,687020208911700
898,0.0003,687020208914700
899,0.0003,687020208918600
900,0.0003,687020208921600
901,0.0003,687020208924500
902,0.0062,687020238712800
903,0.0006,687020238733800
904,0.0004,687020238737700
905,0.0003,687020238741300
906,0.0003,687020238744500
907,0.0003,687020238747500
908,0.0003,687020238750600
909,0.0003,687020238753500
910,0.0003,687020238756500
911,0.0003,687020238759400
912,0.0003,687020238762400
913,0.0061,687020268992700
914,0.0007,687020269013100
915,0.0003,687020269017200
916,0.0003,687020269020300
917,0.0003,687020269023400
918,0.0002,687020269026500
919,0.0004,687020269036400
920,0.0003,687020269039500
921,0.0002,687020269042500
922,0.0003,687020269045500
923,0.0003,687020269048400
924,0.005,687020288978200
925,0.0005,687020288994800
926,0.0004,687020288998700
927,0.0003,687020289001900
928,0.0003,687020289004900
929,0.0003,687020289008000
930,0.0003,687020289011000
931,0.0004,687020289019200
932,0.0003,687020289022300
933,0.0003,687020289025300
934,0.0003,687020289028300
935,0.0067,687020318707300
936,0.0005,687020318729400
937,0.0004,687020318733500
938,0.0003,687020318736700
939,0.0003,687020318739700
940,0.0003,687020318742700
941,0.0003,687020318745600
942,0.0003,687020318748600
943,0.0003,687020318751500
944,0.0003,687020318754400
945,0.0003,687020318757400
946,0.0057,687020349092500
947,0.0007,687020349111800
948,0.0004,687020349115800
949,0.0003,687020349119000
950,0.0003,687020349122200
951,0.0003,687020349125200
952,0.0003,687020349128100
953,0.0003,687020349131100
954,0.0003,687020349134000
955,0.0003,687020349137000
956,0.0003,687020349139900
957,0.0063,687020378695100
958,0.0005,687020378719900
959,0.0003,687020378724100
960,0.0003,687020378727300
961,0.0003,687020378731300
962,0.0003,687020378734400
963,0.0003,687020378738100
964,0.0003,687020378741100
965,0.0003,687020378744100
966,0.0003,687020378747000
967,0.0003,687020378749900
968,0.0048,687020398940000
969,0.0005,687020398957500
970,0.0004,687020398961400
971,0.0003,687020398964500
972,0.0003,687020398967600
973,0.0004,687020398980000
974,0.0003,687020398983200
975,0.0003,687020398986400
976,0.0003,687020398989300
977,0.0003,687020398992300
978,0.0003,687020398995300
979,0.006,687020428906400
980,0.0005,687020428928100
981,0.0003,687020428932200
982,0.0003,687020428935600
983,0.0003,687020428938800
984,0.0003,687020428941900
985,0.0004,687020428944900
986,0.0003,687020428948100
987,0.0003,687020428951400
988,0.0003,687020428954500
989,0.0003,687020428957500
990,0.0058,687020459092200
991,0.0006,687020459110300
992,0.0004,687020459114300
993,0.0003,687020459117600
994,0.0004,687020459120700
995,0.0003,687020459130500
996,0.0003,687020459133700
997,0.0003,687020459136700
998,0.0003,687020459139600
999,0.0002,687020459142600
1000,0.0003,687020459145800
1001,0.0062,687020488595700
1002,0.0006,687020488616000
1003,0.0004,687020488620300
1004,0.0003,687020488629000
1005,0.0003,687020488632200
1006,0.0003,687020488635200
1007,0.0003,687020488638200
1008,0.0003,687020488641200
1009,0.0003,687020488644400
1010,0.0003,687020488647400
1011,0.0003,687020488650300
1012,0.0064,687020519081100
1013,0.0005,687020519100500
1014,0.0003,687020519104700
1015,0.0003,687020519108100
1016,0.0003,687020519111000
1017,0.0003,687020519113900
1018,0.0003,687020519118100
1019,0.0003,687020519120900
1020,0.0003,687020519123800
1021,0.0002,687020519126800
1022,0.0003,687020519135300
1023,0.0054,687020538656700
1024,0.0005,687020538674700
1025,0.0003,687020538683000
1026,0.0002,687020538690400
1027,0.0004,687020538693700
1028,0.0003,687020538696800
1029,0.0002,687020538699800
1030,0.0003,687020538702700
1031,0.0003,687020538705600
1032,0.0003,687020538708500
1033,0.0003,687020538711500
1034,0.0058,687020569133000
1035,0.0007,687020569151500
1036,0.0004,687020569155600
1037,0.0003,687020569158800
1038,0.0004,687020569161800
1039,0.0003,687020569164900
1040,0.0003,687020569167800
1041,0.0003,687020569170600
1042,0.0003,687020569173500
1043,0.0003,687020569176300
1044,0.0003,687020569179100
1045,0.0061,687020598831700
1046,0.0006,687020598852900
1047,0.0004,687020598861900
1048,0.0004,687020598865300
1049,0.0047,687020598868500
1050,0.0003,687020598876000
1051,0.0002,687020598879100
1052,0.0003,687020598882500
1053,0.0003,687020598885500
1054,0.0003,687020598888500
1055,0.0003,687020598891400
1056,0.0058,687020618773200
1057,0.0006,687020618792500
1058,0.0003,687020618801700
1059,0.0003,687020618805300
1060,0.0003,687020618808500
1061,0.0003,687020618811800
1062,0.0003,687020618814700
1063,0.0003,687020618817800
1064,0.0003,687020618820800
1065,0.0003,687020618823700
1066,0.0003,687020618826600
1067,0.006,687020648909200
1068,0.0006,687020648929000
