frame,rtt_ms,ts_ns
135,0.0003,686893807294300
136,0.0004,686893807297300
137,0.0004,686893807300300
138,0.0003,686893807303300
139,0.0003,686893807307000
140,0.0003,686893807310100
141,0.0003,686893807313000
142,0.0003,686893807315900
143,0.0074,686893836759200
144,0.0006,686893836783000
145,0.0004,686893836787100
146,0.0003,686893836790500
147,0.0003,686893836793600
148,0.0003,686893836796600
149,0.0003,686893836802400
150,0.0004,686893836805300
151,0.0018,686893837039600
152,0.0003,686893837050900
153,0.0003,686893837054300
154,0.0063,686893867208200
155,0.0006,686893867228000
156,0.0006,686893867249500
157,0.0004,686893867253300
158,0.0003,686893867256500
159,0.0004,686893867259500
160,0.0003,686893867262400
161,0.0003,686893867265400
162,0.0003,686893867268400
163,0.0003,686893867271300
164,0.0004,686893867277900
165,0.0061,686893896953200
166,0.0007,686893896973000
167,0.0004,686893896977100
168,0.0003,686893896980100
169,0.0003,686893896983200
170,0.0003,686893896986100
171,0.0004,686893896993500
172,0.0003,686893896996500
173,0.0003,686893897001500
174,0.0003,686893897004500
175,0.0003,686893897007300
176,0.006,686893926755300
177,0.0005,686893926774900
178,0.0003,686893926778600
179,0.0003,686893926781900
180,0.0003,686893926784900
181,0.0003,686893926788000
182,0.0003,686893926790800
183,0.0003,686893926793800
184,0.0003,686893926796700
185,0.0002,686893926799600
186,0.0003,686893926802600
187,0.0063,686893947097200
188,0.0005,686893947117900
189,0.0003,686893947121800
190,0.0003,686893947125000
191,0.0003,686893947128000
192,0.0003,686893947131000
193,0.0004,686893947133800
194,0.0003,686893947136800
195,0.0003,686893947142800
196,0.0003,686893947145800
197,0.0003,686893947149000
198,0.0064,686893977241400
199,0.0005,686893977262000
200,0.0003,686893977265900
201,0.0003,686893977271300
202,0.0003,686893977274200
203,0.0003,686893977282200
204,0.0003,686893977285100
205,0.0003,686893977288000
206,0.0003,686893977290900
207,0.0003,686893977293900
208,0.0003,686893977296900
209,0.0058,686894006791100
210,0.0006,686894006810700
211,0.0004,686894006815000
212,0.0003,686894006818200
213,0.0003,686894006821500
214,0.0003,686894006824500
215,0.0003,686894006827400
216,0.0003,686894006830400
217,0.0003,686894006833200
218,0.0003,686894006836100
219,0.0003,686894006839000
220,0.0073,686894037163900
221,0.0006,686894037186600
222,0.0003,686894037191100
223,0.0003,686894037194300
224,0.0003,686894037197400
225,0.0003,686894037200500
226,0.0003,686894037203300
227,0.0003,686894037206100
228,0.0004,686894037215600
229,0.0003,686894037219100
230,0.0003,686894037222100
231,0.0061,686894057335900
232,0.0006,686894057355000
233,0.0003,686894057361200
234,0.0003,686894057364300
235,0.0003,686894057372900
236,0.0003,686894057376100
237,0.0003,686894057378900
238,0.0004,686894057381700
239,0.0003,686894057384600
240,0.0003,686894057387600
241,0.0003,686894057390400
242,0.0065,686894087154800
243,0.0005,686894087175600
244,0.0003,686894087179600
245,0.0003,686894087182600
246,0.0003,686894087185700
247,0.0003,686894087189000
248,0.0003,686894087192500
249,0.0003,686894087195400
250,0.0003,686894087198200
251,0.0003,686894087202100
252,0.0003,686894087204900
253,0.0065,686894116887600
254,0.0006,686894116908700
255,0.0003,686894116912700
256,0.0003,686894116915900
257,0.0003,686894116918900
258,0.0003,686894116922000
259,0.0003,686894116929800
260,0.0003,686894116932800
261,0.0003,686894116935900
262,0.0003,686894116938900
263,0.0003,686894116941800
264,0.0065,686894147275400
265,0.0006,686894147296800
266,0.0006,686894147332600
267,0.0003,686894147337100
268,0.0003,686894147340100
269,0.0003,686894147345700
270,0.0003,686894147348600
271,0.0003,686894147351400
272,0.0003,686894147354400
273,0.0003,686894147357300
274,0.0003,686894147360300
275,0.0066,686894167354700
276,0.0005,686894167375000
277,0.0003,686894167379200
278,0.0003,686894167382700
279,0.0003,686894167385800
280,0.0003,686894167394000
281,0.0003,686894167396900
282,0.0003,686894167399900
283,0.0003,686894167402800
284,0.0003,686894167405800
285,0.0003,686894167408700
286,0.0065,686894197120600
287,0.0006,686894197142500
288,0.0003,686894197146500
289,0.0003,686894197149700
290,0.0003,686894197152800
291,0.0003,686894197155800
292,0.0003,686894197158700
293,0.0002,686894197161700
294,0.0003,686894197164700
295,0.0003,686894197167600
296,0.0003,686894197170500
297,0.0073,686894227258700
298,0.0006,686894227290100
299,0.0004,686894227294100
300,0.0003,686894227297400
301,0.0003,686894227300500
302,0.0003,686894227303400
303,0.0003,686894227306300
304,0.0003,686894227309200
305,0.0003,686894227312100
306,0.0003,686894227315000
307,0.0002,686894227322400
308,0.006,686894247201600
309,0.0006,686894247223300
310,0.0003,686894247227700
311,0.0003,686894247230800
312,0.0003,686894247233900
313,0.0003,686894247236900
314,0.0003,686894247239700
315,0.0003,686894247242600
316,0.0003,686894247245400
317,0.0003,686894247248200
318,0.0003,686894247251000
319,0.0062,686894277276100
320,0.0006,686894277297000
321,0.0003,686894277301100
322,0.0003,686894277304400
323,0.0003,686894277311900
324,0.0003,686894277315100
325,0.0003,686894277318000
326,0.0003,686894277320900
327,0.0003,686894277323800
328,0.0003,686894277326700
329,0.0003,686894277329600
330,0.0064,686894307009800
331,0.0005,686894307030900
332,0.0003,686894307034800
333,0.0004,686894307037900
334,0.0003,686894307041200
335,0.0003,686894307044200
336,0.0003,686894307047100
337,0.0003,686894307050000
338,0.0003,686894307052900
339,0.0002,686894307055800
340,0.0003,686894307058900
341,0.0068,686894337214800
342,0.0006,686894337236300
343,0.0003,686894337240300
344,0.0004,686894337243500
345,0.0002,686894337246600
346,0.0002,686894337249700
347,0.0003,686894337252500
348,0.0003,686894337255300
349,0.0003,686894337258100
350,0.0003,686894337261000
351,0.0003,686894337263800
352,0.0067,686894357250300
353,0.0005,686894357273800
354,0.0004,686894357277800
355,0.0003,686894357281000
356,0.0003,686894357284000
357,0.0003,686894357286900
358,0.0003,686894357289700
359,0.0003,686894357292500
360,0.0003,686894357295400
361,0.0003,686894357298300
362,0.0003,686894357305100
363,0.0065,686894386977900
364,0.0006,686894386998200
365,0.0004,686894387007900
366,0.0003,686894387011100
367,0.0003,686894387014100
368,0.0003,686894387017000
369,0.0004,686894387019800
370,0.0002,686894387022800
371,0.0003,686894387025800
372,0.0002,686894387028700
373,0.0003,686894387031500
374,0.0071,686894417051700
375,0.0005,686894417078500
376,0.0003,686894417082700
377,0.0003,686894417086400
378,0.0002,686894417089900
379,0.0004,686894417093200
380,0.0003,686894417096400
381,0.0003,686894417099600
382,0.0004,686894417102600
383,0.0004,686894417105700
384,0.0003,686894417108800
385,0.0078,686894446989800
386,0.0006,686894447012700
387,0.0003,686894447021300
388,0.0003,686894447024700
389,0.0003,686894447027800
390,0.0003,686894447030800
391,0.0003,686894447033700
392,0.0003,686894447036700
393,0.0003,686894447040400
394,0.0003,686894447043500
395,0.0003,686894447046400
396,0.0058,686894467327600
397,0.0004,686894467345800
398,0.0003,686894467349600
399,0.0003,686894467353000
400,0.0003,686894467356100
401,0.0003,686894467361500
402,0.0003,686894467364500
403,0.0003,686894467367500
404,0.0003,686894467373400
405,0.0003,686894467376200
406,0.0003,686894467379100
407,0.0067,686894496754900
408,0.0007,686894496783300
409,0.0004,686894496787800
410,0.0003,686894496791000
411,0.0003,686894496794100
412,0.0002,686894496797100
413,0.0003,686894496800100
414,0.0003,686894496803000
415,0.0003,686894496805900
416,0.0003,686894496808700
417,0.0003,686894496811700
418,0.0067,686894527219300
419,0.0006,686894527240000
420,0.0004,686894527244000
421,0.0003,686894527247100
422,0.0003,686894527250300
423,0.0003,686894527253200
424,0.0003,686894527256200
425,0.0003,686894527264300
426,0.0003,686894527267200
427,0.0003,686894527270100
428,0.0003,686894527272900
429,0.0065,686894556841900
430,0.0006,686894556861700
431,0.0003,686894556865900
432,0.0004,686894556868800
433,0.0003,686894556871900
434,0.0003,686894556875000
435,0.0004,686894556877900
436,0.0003,686894556881000
437,0.0003,686894556883900
438,0.0003,686894556886900
439,0.0003,686894556889700
440,0.0056,686894577255400
441,0.0005,686894577273600
442,0.0003,686894577277600
443,0.0003,686894577280800
444,0.0002,686894577283700
445,0.0003,686894577286800
446,0.0002,686894577289700
447,0.0003,686894577292500
448,0.0003,686894577295400
449,0.0003,686894577298200
450,0.0003,686894577308700
451,0.0057,686894606935400
452,0.0006,686894606953200
453,0.0003,686894606957300
454,0.0003,686894606960500
455,0.0003,686894606963300
456,0.0003,686894606966400
457,0.0003,686894606976500
458,0.0003,686894606979600
459,0.0003,686894606982500
460,0.0003,686894606985400
461,0.0003,686894606988400
462,0.0066,686894637280100
463,0.0006,686894637301800
464,0.0004,686894637305800
465,0.0004,686894637309100
466,0.0003,686894637312100
467,0.0003,686894637315200
468,0.0003,686894637318100
469,0.0003,686894637321000
470,0.0003,686894637323900
471,0.0003,686894637326700
472,0.0003,686894637329500
473,0.0063,686894666866900
474,0.0006,686894666887600
475,0.0003,686894666891700
476,0.0003,686894666895100
477,0.0003,686894666898100
478,0.0002,686894666901000
479,0.0003,686894666904400
480,0.0003,686894666907500
481,0.0003,686894666910400
482,0.0003,686894666913300
483,0.0003,686894666916200
484,0.006,686894686974200
485,0.0006,686894686993600
486,0.0003,686894686997700
487,0.0003,686894687001000
488,0.0003,686894687004000
489,0.0003,686894687013100
490,0.0003,686894687016100
491,0.0003,686894687019000
492,0.0003,686894687022000
493,0.0003,686894687026100
494,0.0003,686894687029000
495,0.0063,686894717780700
496,0.0006,686894717800800
497,0.0004,686894717804700
498,0.0003,686894717807900
499,0.0003,686894717810900
500,0.0003,686894717813900
501,0.0004,686894717816800
502,0.0003,686894717820400
503,0.0003,686894717823800
504,0.0003,686894717826700
505,0.0003,686894717829700
506,0.0073,686894747374900
507,0.0005,686894747397500
508,0.0003,686894747401800
509,0.0003,686894747405000
510,0.0003,686894747408000
511,0.0003,686894747411000
512,0.0035,686894748145900
513,0.0005,686894748162700
514,0.0004,686894748172500
515,0.0003,686894748175800
516,0.0003,686894748178800
517,0.006,686894776824700
518,0.0004,686894776844600
519,0.0004,686894776848400
520,0.0003,686894776855600
521,0.0003,686894776862300
522,0.0003,686894776865400
523,0.0002,686894776868300
524,0.0003,686894776871600
525,0.0003,686894776874800
526,0.0003,686894776877700
527,0.0003,686894776880600
528,0.0067,686894807092900
529,0.0006,686894807113600
530,0.0003,686894807117600
531,0.0003,686894807120700
532,0.0003,686894807123600
533,0.0003,686894807126600
534,0.0003,686894807129400
535,0.0003,686894807135700
536,0.0003,686894807138700
537,0.0003,686894807141600
538,0.0003,686894807144400
539,0.0055,686894827083000
540,0.0007,686894827100200
541,0.0004,686894827104400
542,0.0003,686894827107600
543,0.0003,686894827110600
544,0.0003,686894827113600
545,0.0003,686894827116600
546,0.0003,686894827119400
547,0.0003,686894827122300
548,0.0003,686894827125100
549,0.0004,686894827127900
550,0.0065,686894857075900
551,0.0005,686894857096900
552,0.0004,686894857106000
553,0.0003,686894857110700
554,0.0003,686894857113700
555,0.0003,686894857116800
556,0.0003,686894857119700
557,0.0003,686894857122700
558,0.0003,686894857125500
559,0.0003,686894857128400
560,0.0003,686894857131300
561,0.0061,686894886860800
562,0.0005,686894886879800
563,0.0003,686894886883900
564,0.0003,686894886887200
565,0.0003,686894886890100
566,0.0003,686894886893100
567,0.0003,686894886896000
568,0.0003,686894886898900
569,0.0003,686894886901800
570,0.0003,686894886904600
571,0.0003,686894886907500
572,0.0081,686894917380900
573,0.0005,686894917403500
574,0.0003,686894917407600
575,0.0003,686894917410800
576,0.0036,686894917819400
577,0.0013,686894917841100
578,0.0012,686894917863800
579,0.001,686894917874900
580,0.0011,686894917884900
581,0.001,686894917894500
582,0.001,686894917904200
583,0.0038,686894937210500
584,0.0006,686894937228100
585,0.0003,686894937232400
586,0.0003,686894937235500
587,0.0003,686894937238400
588,0.0002,686894937241300
589,0.0003,686894937244400
590,0.0003,686894937247300
591,0.0003,686894937250200
592,0.0003,686894937253100
593,0.0006,686894937279600
594,0.0059,686894966929000
595,0.0005,686894966948000
596,0.0003,686894966952000
597,0.0003,686894966955400
598,0.0003,686894966958400
599,0.0003,686894966961300
600,0.0003,686894966964100
601,0.0003,686894966967000
602,0.0003,686894966969900
603,0.0003,686894966972800
604,0.0002,686894966975700
605,0.0064,686894997158900
606,0.0007,686894997179300
607,0.0003,686894997183200
608,0.0004,686894997186300
609,0.0003,686894997189400
610,0.0003,686894997192300
611,0.0003,686894997195300
612,0.0003,686894997198200
613,0.0003,686894997201000
614,0.0003,686894997203900
615,0.0003,686894997206800
616,0.0066,686895019241800
617,0.0005,686895019262800
618,0.0003,686895019266500
619,0.0003,686895019269500
620,0.0003,686895019273500
621,0.0003,686895019276400
622,0.0003,686895019279200
623,0.0003,686895019282000
624,0.0003,686895019284900
625,0.0003,686895019287700
626,0.0002,686895019290600
627,0.0058,686895047007700
628,0.0005,686895047027200
629,0.0003,686895047031200
630,0.0003,686895047034500
631,0.0003,686895047037500
632,0.0003,686895047040600
633,0.0003,686895047043500
634,0.0003,686895047046600
635,0.0003,686895047049700
636,0.0003,686895047052600
637,0.0003,686895047055700
638,0.0071,686895076967200
639,0.0006,686895076989500
640,0.0003,686895076993700
641,0.0003,686895076997000
642,0.0003,686895077006500
643,0.0003,686895077009800
644,0.0003,686895077012900
645,0.0003,686895077015800
646,0.0003,686895077018800
647,0.0003,686895077024400
648,0.0003,686895077027400
649,0.006,686895107195500
650,0.0006,686895107214900
651,0.0003,686895107219100
652,0.0003,686895107222400
653,0.0003,686895107225400
654,0.0003,686895107228400
655,0.0003,686895107231400
656,0.0003,686895107234500
657,0.0003,686895107237500
658,0.0003,686895107240600
659,0.0004,686895107243600
660,0.0051,686895127175700
661,0.0005,686895127192600
662,0.0003,686895127196600
663,0.0003,686895127205700
664,0.0003,686895127208900
665,0.0003,686895127211900
666,0.0003,686895127215100
667,0.0003,686895127218100
668,0.0003,686895127221000
669,0.0003,686895127223900
670,0.0003,686895127226800
671,0.0077,686895156952100
672,0.0005,686895156974000
673,0.0003,686895156980300
674,0.0003,686895156983400
675,0.0003,686895156986400
676,0.0002,686895156989400
677,0.0003,686895156992600
678,0.0003,686895156995500
679,0.0003,686895157006300
680,0.0004,686895157009300
681,0.0003,686895157012200
682,0.0062,686895187341900
683,0.0005,686895187362200
684,0.0004,686895187366000
685,0.0003,686895187369200
686,0.0003,686895187372200
687,0.0003,686895187375000
688,0.0003,686895187378100
689,0.0003,686895187381100
690,0.0003,686895187384000
691,0.0003,686895187386800
692,0.0003,686895187389700
693,0.0079,686895217866800
694,0.0013,686895217898400
695,0.001,686895217909400
696,0.001,686895217919300
697,0.001,686895217928900
698,0.001,686895217938300
699,0.0011,686895217947700
700,0.0011,686895217957200
701,0.001,686895217966700
702,0.001,686895217976000
703,0.001,686895217985300
704,0.0067,686895237210000
705,0.0007,686895237238000
706,0.0003,686895237242200
707,0.0003,686895237245400
708,0.0003,686895237248300
709,0.0003,686895237251200
710,0.0003,686895237254000
711,0.0003,686895237257700
712,0.0003,686895237260700
713,0.0003,686895237263600
714,0.0006,686895237283800
715,0.0067,686895267007300
716,0.0006,686895267027900
717,0.0003,686895267032100
718,0.0003,686895267035600
719,0.0003,686895267038700
720,0.0003,686895267041700
721,0.0003,686895267044700
722,0.0003,686895267047700
723,0.0003,686895267050700
724,0.0003,686895267053800
725,0.0003,686895267056700
726,0.0064,686895297121200
727,0.0005,686895297141300
728,0.0003,686895297145200
729,0.0003,686895297148400
730,0.0003,686895297151400
731,0.0003,686895297154300
732,0.0003,686895297157300
733,0.0002,686895297160200
734,0.0003,686895297163300
735,0.0003,686895297166500
736,0.0003,686895297169300
737,0.0063,686895326937200
738,0.0006,686895326957600
739,0.0003,686895326961900
740,0.0003,686895326965100
741,0.0003,686895326968100
742,0.0003,686895326971000
743,0.0003,686895326982600
744,0.0002,686895326985600
745,0.0003,686895326988700
746,0.0003,686895326991800
747,0.0003,686895326994700
748,0.0061,686895357174500
749,0.0008,686895357194400
750,0.0004,686895357198700
751,0.0003,686895357201800
752,0.0003,686895357204800
753,0.0003,686895357207600
754,0.0003,686895357210500
755,0.0003,686895357213500
756,0.0003,686895357216400
757,0.0003,686895357219400
758,0.0002,686895357222300
759,0.0055,686895376783100
760,0.0006,686895376800400
761,0.0004,686895376807300
762,0.0004,686895376810700
763,0.0003,686895376813700
764,0.0002,686895376816800
765,0.0003,686895376819800
766,0.0002,686895376822800
767,0.0003,686895376825800
768,0.0003,686895376828700
769,0.0003,686895376837400
770,0.0056,686895407239700
771,0.0006,686895407258400
772,0.0003,686895407262800
773,0.0003,686895407266200
774,0.0004,686895407275100
775,0.0003,686895407278500
776,0.0003,686895407281900
777,0.0003,686895407285000
778,0.0003,686895407288000
779,0.0003,686895407291000
780,0.0003,686895407294000
781,0.0062,686895437061500
782,0.0005,686895437080800
783,0.0004,686895437084700
784,0.0003,686895437087800
785,0.0003,686895437090800
786,0.0003,686895437093800
787,0.0003,686895437096700
788,0.0002,686895437099600
789,0.0003,686895437102600
790,0.0003,686895437110800
791,0.0003,686895437113600
792,0.0063,686895467503300
793,0.0005,686895467525000
794,0.0006,686895467545900
795,0.0003,686895467550900
796,0.0003,686895467554000
797,0.0003,686895467556900
798,0.0003,686895467559800
799,0.0002,686895467562700
800,0.0003,686895467565700
801,0.0003,686895467568600
802,0.0002,686895467571600
803,0.0068,686895487344200
804,0.0006,686895487366400
805,0.0003,686895487370300
806,0.0003,686895487379500
807,0.0003,686895487382500
808,0.0003,686895487385400
809,0.0003,686895487388400
810,0.0003,686895487391400
811,0.0003,686895487394300
812,0.0003,686895487397200
813,0.0003,686895487400000
814,0.0059,686895517138900
815,0.0005,686895517157800
816,0.0004,686895517161900
817,0.0004,686895517165200
818,0.0003,686895517168400
819,0.0003,686895517171300
820,0.0002,686895517174300
821,0.0004,686895517177300
822,0.0002,686895517180300
823,0.0003,686895517183100
824,0.0003,686895517186000
825,0.0056,686895546828800
826,0.0006,686895546848100
827,0.0003,686895546852300
828,0.0003,686895546855400
829,0.0003,686895546858600
830,0.0003,686895546861500
831,0.0004,686895546864500
832,0.0003,686895546867500
833,0.0003,686895546879200
834,0.0003,686895546882400
835,0.0003,686895546885400
836,0.0065,686895577298500
837,0.0005,686895577319900
838,0.0003,686895577326300
839,0.0003,686895577329600
840,0.0003,686895577332600
841,0.0003,686895577335400
842,0.0004,686895577338200
843,0.0003,686895577341000
844,0.0003,686895577343900
845,0.0002,686895577346700
846,0.0002,686895577349700
847,0.0056,686895597099800
848,0.0006,686895597118900
849,0.0003,686895597123000
850,0.0004,686895597126000
851,0.0003,686895597129200
852,0.0003,686895597132000
853,0.0003,686895597134900
854,0.0003,686895597137800
855,0.0003,686895597140600
856,0.0003,686895597143500
857,0.0002,686895597146400
858,0.0057,686895626818800
859,0.0006,686895626838600
860,0.0003,686895626842900
861,0.0003,686895626857800
862,0.0003,686895626860800
863,0.0003,686895626863900
864,0.0003,686895626866900
865,0.0003,686895626869900
866,0.0003,686895626872800
867,0.0003,686895626875600
868,0.0004,686895626878500
869,0.0065,686895657253800
870,0.0004,686895657279200
871,0.0003,686895657283300
872,0.0003,686895657286400
873,0.0004,686895657289400
874,0.0003,686895657292400
875,0.0003,686895657296300
876,0.0003,686895657299100
877,0.0003,686895657302000
878,0.0003,686895657304800
879,0.0003,686895657307700
880,0.0072,686895677271400
881,0.0005,686895677292000
882,0.0003,686895677296000
883,0.0003,686895677299200
884,0.0003,686895677302100
885,0.0003,686895677305000
886,0.0002,686895677307900
887,0.0003,686895677311000
888,0.0003,686895677314000
889,0.0003,686895677316900
890,0.0003,686895677319800
891,0.005,686895707043400
892,0.0006,686895707060900
893,0.0004,686895707064700
894,0.0003,686895707068000
895,0.0003,686895707071000
896,0.0003,686895707073900
897,0.0003,686895707084700
898,0.0003,686895707087800
899,0.0003,686895707090700
900,0.0003,686895707093700
901,0.0003,686895707097800
902,0.0062,686895736716700
903,0.0005,686895736736200
904,0.0003,686895736740200
905,0.0003,686895736743400
906,0.0003,686895736746600
907,0.0002,686895736749600
908,0.0003,686895736752600
909,0.0003,686895736755700
910,0.0003,686895736758500
911,0.0003,686895736761300
912,0.0003,686895736764100
913,0.0069,686895767335400
914,0.0006,686895767377500
915,0.0003,686895767381600
916,0.0003,686895767384700
917,0.0003,686895767387700
918,0.0004,686895767395800
919,0.0003,686895767399100
920,0.0002,686895767402200
921,0.0003,686895767405200
922,0.0003,686895767408100
923,0.0003,686895767411100
924,0.0055,686895787231300
925,0.0006,686895787248300
926,0.0004,686895787252400
927,0.0003,686895787255600
928,0.0003,686895787258600
929,0.0003,686895787261500
930,0.0005,686895787284100
931,0.0003,686895787288800
932,0.0003,686895787291800
933,0.0003,686895787297700
934,0.0003,686895787300800
935,0.0074,686895816786300
936,0.0011,686895816839600
937,0.0004,686895816844700
938,0.0003,686895816848100
939,0.0003,686895816851100
940,0.0003,686895816854100
941,0.0003,686895816857200
942,0.0003,686895816860100
943,0.0003,686895816863000
944,0.0003,686895816866000
945,0.0003,686895816868900
946,0.0058,686895846846900
947,0.0004,686895846866600
948,0.0003,686895846870500
949,0.0003,686895846873600
950,0.0003,686895846876500
951,0.0003,686895846879500
952,0.0003,686895846882300
953,0.0003,686895846885100
954,0.0003,686895846887900
955,0.0003,686895846890700
956,0.0002,686895846893600
957,0.0066,686895877111800
958,0.0005,686895877132000
959,0.0003,686895877136100
960,0.0003,686895877147300
961,0.0002,686895877150400
962,0.0003,686895877153400
963,0.0003,686895877156300
964,0.0003,686895877159200
965,0.0003,686895877163200
966,0.0003,686895877166200
967,0.0003,686895877169000
968,0.005,686895896990000
969,0.0005,686895897006100
970,0.0004,686895897009900
971,0.0003,686895897013000
972,0.0003,686895897016100
973,0.0003,686895897049000
974,0.0003,686895897052200
975,0.0003,686895897055100
976,0.0003,686895897058000
977,0.0003,686895897060900
978,0.0003,686895897063800
979,0.0059,686895926918800
980,0.0006,686895926937200
981,0.0003,686895926941200
982,0.0003,686895926944300
983,0.0003,686895926947200
984,0.0003,686895926950100
985,0.0003,686895926953000
986,0.0002,686895926956000
987,0.0003,686895926959300
988,0.0002,686895926962300
989,0.0004,686895926965100
990,0.0065,686895957014700
991,0.0005,686895957035200
992,0.0003,686895957039000
993,0.0003,686895957042100
994,0.0003,686895957045100
995,0.0004,686895957047900
996,0.0003,686895957050800
997,0.0003,686895957057500
998,0.0003,686895957060700
999,0.0002,686895957063600
1000,0.0003,686895957066600
1001,0.0067,686895987129900
1002,0.0005,686895987151800
1003,0.0004,686895987160000
1004,0.0003,686895987163300
1005,0.0003,686895987166400
1006,0.0003,686895987169300
1007,0.0003,686895987172200
1008,0.0003,686895987175200
1009,0.0003,686895987178100
1010,0.0004,686895987181000
1011,0.0003,686895987184000
1012,0.0071,686896016969700
1013,0.0006,686896016993200
1014,0.0004,686896016997900
1015,0.0003,686896017001200
1016,0.0003,686896017004100
1017,0.0003,686896017006900
1018,0.0003,686896017010900
1019,0.0003,686896017013800
1020,0.0003,686896017016700
1021,0.0003,686896017019500
1022,0.0003,686896017022300
1023,0.0057,686896036832700
1024,0.0007,686896036858900
1025,0.0003,686896036863300
1026,0.0003,686896036866400
1027,0.0003,686896036869400
1028,0.0003,686896036873600
1029,0.0003,686896036877000
1030,0.0003,686896036879900
1031,0.0003,686896036882800
1032,0.0003,686896036885800
1033,0.0003,686896036888700
1034,0.0064,686896067346200
1035,0.0006,686896067366800
1036,0.0003,686896067371000
1037,0.0003,686896067374200
1038,0.0003,686896067377300
1039,0.0003,686896067380500
1040,0.0003,686896067383600
1041,0.0003,686896067386700
1042,0.0003,686896067389800
1043,0.0003,686896067392800
1044,0.0003,686896067395700
1045,0.0064,686896096967000
1046,0.0008,686896096996700
1047,0.0003,686896097002300
1048,0.0003,686896097005500
1049,0.0004,686896097008500
1050,0.0003,686896097011500
1051,0.0003,686896097014500
1052,0.0003,686896097017500
1053,0.0003,686896097020400
1054,0.0003,686896097023200
1055,0.0003,686896097026000
1056,0.0062,686896127128600
1057,0.0006,686896127148700
1058,0.0003,686896127152700
1059,0.0003,686896127156000
1060,0.0003,686896127165400
1061,0.0003,686896127168700
1062,0.0002,686896127171500
1063,0.0003,686896127174500
1064,0.0003,686896127177500
1065,0.0003,686896127180300
1066,0.0003,686896127183100
1067,0.0057,686896147346900
1068,0.0005,686896147366000
1069,0.0004,686896147370000
